name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Dhofar 916,7619,Valid,H4,1350.0,Found,2002.0,19.09667,54.79167,"(19.096670, 54.791670)"
Dhofar 127,6912,Valid,H4,1349.0,Found,2000.0,19.29133,54.8345,"(19.291330, 54.834500)"
Dhofar 346,7129,Valid,H5,1345.0,Found,2001.0,18.915,54.6,"(18.915000, 54.600000)"
Sayh al Uhaymir 005,23197,Valid,Martian (shergottite),1344.0,Found,1999.0,20.996,57.32583,"(20.996000, 57.325830)"
Asuka 881855,4564,Valid,H4,1343.04,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Grosvenor Mountains 95518,11246,Valid,H4,1342.4,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Boriskino,5112,Valid,CM2,1342.0,Fell,1930.0,54.23333,52.48333,"(54.233330, 52.483330)"
Tanezrouft 048,23849,Valid,H5,1342.0,Found,1992.0,25.3975,0.6075,"(25.397500, 0.607500)"
Acfer 212,220,Valid,H5,1340.0,Found,1991.0,27.61278,3.71361,"(27.612780, 3.713610)"
Acfer 055,65,Valid,H5,1338.0,Found,1989.0,27.5,3.98333,"(27.500000, 3.983330)"
Dar al Gani 232,5780,Valid,H5,1338.0,Found,1997.0,27.16583,16.08617,"(27.165830, 16.086170)"
Dhofar 284,7067,Valid,L6,1337.0,Found,2001.0,18.46333,54.03,"(18.463330, 54.030000)"
Dhofar 271,7054,Valid,H4,1335.0,Found,2000.0,18.265,54.045,"(18.265000, 54.045000)"
Shişr 019,23554,Valid,H4,1332.73,Found,2001.0,18.5475,53.8935,"(18.547500, 53.893500)"
Hammadah al Hamra 151,11634,Valid,L5,1332.0,Found,1995.0,28.651,13.46833,"(28.651000, 13.468330)"
Dhofar 624,7381,Valid,H5,1332.0,Found,2001.0,19.12012,54.814,"(19.120120, 54.814000)"
Reckling Peak 92405,22414,Valid,L5,1331.5,Found,1992.0,-76.23065,158.52807,"(-76.230650, 158.528070)"
Al Huwaysah 016,55414,Valid,H5,1330.9,Found,2010.0,22.69813,55.3336,"(22.698130, 55.333600)"
Miller Range 99304,16660,Valid,H5,1330.6,Found,1999.0,-83.25,157.0,"(-83.250000, 157.000000)"
Sandy Creek,23158,Valid,L5,1330.0,Found,1999.0,40.43333,-98.06667,"(40.433330, -98.066670)"
Corrizatillo,5448,Valid,"Iron, IAB complex",1328.0,Found,1884.0,-26.03333,-70.33333,"(-26.033330, -70.333330)"
Sayh al Uhaymir 555,56351,Valid,H4/5,1324.0,Found,2010.0,20.05132,56.59222,"(20.051320, 56.592220)"
Jiddat al Harasis 283,35600,Valid,L5,1323.9,Found,2005.0,19.6865,56.14503,"(19.686500, 56.145030)"
Asuka 881229,3938,Valid,L4,1321.22,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Acfer 378,35480,Valid,LL6,1320.0,Found,2003.0,27.4,3.75,"(27.400000, 3.750000)"
Sayh al Uhaymir 182,34004,Valid,L~4,1320.0,Found,2003.0,20.72112,57.1269,"(20.721120, 57.126900)"
Gyokukei,11467,Valid,OC,1320.0,Fell,1930.0,35.0,127.5,"(35.000000, 127.500000)"
Al Huqf 052,45822,Valid,H~5,1319.4,Found,2001.0,19.65675,57.0433,"(19.656750, 57.043300)"
Jiddat al Harasis 006,12094,Valid,H5,1318.0,Found,1999.0,19.36,56.29167,"(19.360000, 56.291670)"
Jiddat al Harasis 607,51956,Valid,L6,1317.6,Found,2009.0,19.90803,55.9086,"(19.908030, 55.908600)"
Elephant Moraine 92031,9433,Valid,L6,1316.6,Found,1992.0,-76.02319,155.8876,"(-76.023190, 155.887600)"
Lewis Cliff 87031,13505,Valid,H5,1315.1,Found,1987.0,-84.34704,161.34955,"(-84.347040, 161.349550)"
Logan,14677,Valid,H5,1315.0,Found,1918.0,36.58333,-100.2,"(36.583330, -100.200000)"
LaPaz Icefield 02204,12471,Valid,L5,1313.7,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Allan Hills A78251,1864,Valid,L6,1312.0,Found,1978.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Yamato 791925,27274,Valid,L4,1311.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Rio Negro,22611,Valid,L4,1310.0,Fell,1934.0,-26.1,-49.8,"(-26.100000, -49.800000)"
Dhofar 653,7410,Valid,H5/6,1308.0,Found,2001.0,19.10795,54.81,"(19.107950, 54.810000)"
Elephant Moraine 96020,9614,Valid,L6,1307.5,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Majuba 003,30754,Valid,H4,1306.0,Found,2003.0,40.63078,-118.40918,"(40.630780, -118.409180)"
Dhofar 1467,51610,Valid,L~5,1305.1,Found,2008.0,18.56615,54.15795,"(18.566150, 54.157950)"
Octave Mine,35633,Valid,H5,1304.2,Found,2004.0,34.13228,-112.70225,"(34.132280, -112.702250)"
Dhofar 401,7183,Valid,L5/6,1304.0,Found,2001.0,19.30018,54.5332,"(19.300180, 54.533200)"
Shişr 169,52605,Valid,H5,1304.0,Found,2004.0,18.60417,53.96833,"(18.604170, 53.968330)"
Jonah,12200,Valid,H5,1304.0,Found,1963.0,30.625,-97.53333,"(30.625000, -97.533330)"
Hammadah al Hamra 111,11594,Valid,H5,1304.0,Found,1995.0,28.62317,13.13167,"(28.623170, 13.131670)"
Vissannapeta,24188,Valid,Eucrite-cm,1303.8,Fell,1997.0,16.83333,80.75,"(16.833330, 80.750000)"
Glanggang,10924,Valid,H5-6,1303.0,Fell,1939.0,-7.25,107.7,"(-7.250000, 107.700000)"
Acfer 200,208,Valid,H3-6,1301.0,Found,1991.0,27.50194,3.92111,"(27.501940, 3.921110)"
Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,"(48.783330, -97.350000)"
Hangman Crossing,11816,Valid,H4,1300.0,Found,1976.0,38.91972,-85.94722,"(38.919720, -85.947220)"
Waldo,24202,Valid,L6,1300.0,Found,1937.0,39.1,-98.83333,"(39.100000, -98.833330)"
Pampa (f),18088,Valid,L4/5,1300.0,Found,2000.0,-23.18333,-70.43333,"(-23.183330, -70.433330)"
Ashdon,2346,Valid,L6,1300.0,Fell,1923.0,52.05,0.3,"(52.050000, 0.300000)"
Mornans,16747,Valid,H5,1300.0,Fell,1875.0,44.6,5.13333,"(44.600000, 5.133330)"
Dhofar 1666,56381,Valid,L4,1300.0,Found,2011.0,19.18085,54.9247,"(19.180850, 54.924700)"
Sublette,23735,Valid,L6,1300.0,Found,1952.0,37.5,-100.83333,"(37.500000, -100.833330)"
Joel's Iron,12175,Valid,"Iron, IIIAB",1300.0,Found,1858.0,-24.0,-69.0,"(-24.000000, -69.000000)"
Louisville,14716,Valid,L6,1300.0,Fell,1977.0,38.25,-85.75,"(38.250000, -85.750000)"
Ishinga,12049,Valid,H,1300.0,Fell,1954.0,-8.93333,33.8,"(-8.933330, 33.800000)"
Mezel,16627,Valid,L6,1300.0,Fell,1949.0,45.76667,3.25,"(45.766670, 3.250000)"
Meteorite Hills 00441,15676,Valid,L5,1299.6,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Dar al Gani 466,6014,Valid,L6,1296.0,Found,1998.0,28.01,15.845,"(28.010000, 15.845000)"
Jiddat al Harasis 733,56448,Valid,H6,1296.0,Found,,19.56056,56.21417,"(19.560560, 56.214170)"
Garden Head,10857,Valid,"Iron, IAB-sHH",1296.0,Found,1944.0,49.81667,-108.46,"(49.816670, -108.460000)"
Elephant Moraine 87554,8104,Valid,L6,1293.5,Found,1987.0,-76.2723,156.51413,"(-76.272300, 156.514130)"
Queen Alexandra Range 99010,21462,Valid,H5,1293.4,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Kamsagar,12241,Valid,L6,1293.0,Fell,1902.0,14.18333,75.8,"(14.183330, 75.800000)"
MacAlpine Hills 88112,15276,Valid,L6,1288.0,Found,1988.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Dhofar 110,6895,Valid,H6,1287.0,Found,2000.0,18.43683,54.45483,"(18.436830, 54.454830)"
LaPaz Icefield 02206,12473,Valid,CV3,1284.6,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Yamato 000749,24356,Valid,Martian (nakhlite),1283.0,Found,2000.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Queen Alexandra Range 90201,19006,Valid,L5,1282.5,Found,1990.0,-84.59622,162.33977,"(-84.596220, 162.339770)"
Lanxi,12464,Valid,L6,1282.0,Fell,1986.0,46.24167,126.19611,"(46.241670, 126.196110)"
Acfer 162,171,Valid,H3-6,1281.0,Found,1990.0,27.66667,4.01667,"(27.666670, 4.016670)"
Dhofar 470,7231,Valid,H4,1280.0,Found,2001.0,19.05083,54.70167,"(19.050830, 54.701670)"
Northwest Africa 722,17804,Valid,L-imp melt,1280.0,Found,2000.0,31.15,-4.25,"(31.150000, -4.250000)"
Hammadah al Hamra 186,11669,Valid,LL6,1280.0,Found,1996.0,28.71217,13.27367,"(28.712170, 13.273670)"
Atarra,4883,Valid,L4,1280.0,Fell,1920.0,25.25417,80.625,"(25.254170, 80.625000)"
Algarrobo,467,Valid,"Iron, IAB-ung",1280.0,Found,1959.0,-27.08333,-70.58333,"(-27.083330, -70.583330)"
Asuka 881847,4556,Valid,H4,1279.71,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Acfer 342,348,Valid,L6,1276.0,Found,2002.0,27.59056,4.66278,"(27.590560, 4.662780)"
Reckling Peak A78003,22458,Valid,L6,1276.0,Found,1978.0,-76.26667,159.25,"(-76.266670, 159.250000)"
Qidong,18907,Valid,L/LL5,1275.0,Fell,1982.0,32.08333,121.5,"(32.083330, 121.500000)"
Lewis Cliff 88022,13776,Valid,H5,1274.3,Found,1988.0,-84.24974,161.38359,"(-84.249740, 161.383590)"
Queen Alexandra Range 97012,20419,Valid,LL6,1272.5,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)"
Jiddat al Harasis 583,51928,Valid,H5,1272.5,Found,2009.0,19.42067,56.69928,"(19.420670, 56.699280)"
Gourara,30665,Valid,H6,1272.0,Found,2002.0,29.75883,1.88467,"(29.758830, 1.884670)"
Grosvenor Mountains 95508,11236,Valid,L6,1271.6,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Daraj 008,6547,Valid,H4,1270.0,Found,1986.0,29.57889,11.74944,"(29.578890, 11.749440)"
Yamato 790269,25618,Valid,H4,1269.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Sayh al Uhaymir 500,52431,Valid,H6,1269.0,Found,2009.0,20.12617,56.56283,"(20.126170, 56.562830)"
Usti Nad Orlici,24132,Valid,L6,1269.0,Fell,1963.0,49.975,16.375,"(49.975000, 16.375000)"
Asuka 87350,2707,Valid,H5,1268.84,Found,1987.0,-72.0,26.0,"(-72.000000, 26.000000)"
Hammadah al Hamra 217,11700,Valid,H4-5,1267.0,Found,1997.0,28.548,13.0285,"(28.548000, 13.028500)"
Hammadah al Hamra 310,11793,Valid,H6,1265.0,Found,2000.0,29.44633,13.204,"(29.446330, 13.204000)"
Sharps,23525,Valid,H3.4,1265.0,Fell,1921.0,37.83333,-76.7,"(37.833330, -76.700000)"
Northwest Africa 026,17036,Valid,L6,1265.0,Found,1999.0,30.33333,-5.83333,"(30.333330, -5.833330)"
Lewis Cliff 87033,13507,Valid,H5,1264.2,Found,1987.0,-84.28333,161.08333,"(-84.283330, 161.083330)"
Kumtag 003,56384,Valid,H5,1260.0,Found,2011.0,41.5,93.55,"(41.500000, 93.550000)"
Dhofar 807,7553,Valid,H5,1260.0,Found,2001.0,18.50428,54.0859,"(18.504280, 54.085900)"
Derrick Peak A78015,6691,Valid,"Iron, IIAB",1260.0,Found,1978.0,-80.06667,156.38333,"(-80.066670, 156.383330)"
Queen Alexandra Range 93026,19115,Valid,H5,1258.7,Found,1993.0,-84.63074,162.5054,"(-84.630740, 162.505400)"
El Médano 086,56598,Valid,H4,1258.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Sayh al Uhaymir 492,50968,Valid,L6,1257.1,Found,2008.0,21.26845,57.12872,"(21.268450, 57.128720)"
Hammadah al Hamra 194,11677,Valid,L4,1255.0,Found,1996.0,28.65517,13.47017,"(28.655170, 13.470170)"
Dhofar 1593,52599,Valid,H5,1254.0,Found,2004.0,18.93583,54.3195,"(18.935830, 54.319500)"
Jiddat al Harasis 065,12127,Valid,L6,1253.0,Found,2000.0,19.25207,56.36367,"(19.252070, 56.363670)"
Yamato 791500,26849,Valid,H3/4,1252.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Jiddat al Harasis 761,56491,Valid,H5,1251.0,Found,,19.945,56.39194,"(19.945000, 56.391940)"
Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927.0,31.76667,-99.98333,"(31.766670, -99.983330)"
Sabetmahet,22792,Valid,H5,1250.0,Fell,1855.0,27.43333,82.08333,"(27.433330, 82.083330)"
Dar al Gani 570,6117,Valid,L4/5,1250.0,Found,1997.0,27.547,15.85933,"(27.547000, 15.859330)"
Sleeper Camp 001,23627,Valid,L6,1250.0,Found,1962.0,-30.25,126.33333,"(-30.250000, 126.333330)"
Dosso,7722,Valid,L6,1250.0,Fell,1962.0,13.05,3.16667,"(13.050000, 3.166670)"
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250.0,Fell,1890.0,28.95,0.81667,"(28.950000, 0.816670)"
Trebbin,24042,Valid,LL6,1250.0,Fell,1988.0,52.21667,13.16667,"(52.216670, 13.166670)"
El Djouf 001,7797,Valid,CR2,1250.0,Found,1989.0,23.43333,-1.41667,"(23.433330, -1.416670)"
Starvation Flat,44800,Valid,L5,1250.0,Found,2002.0,36.7845,-114.94967,"(36.784500, -114.949670)"
Plainview (e),54437,Valid,H5,1250.0,Found,2010.0,34.18513,-101.70558,"(34.185130, -101.705580)"
Shalim 002,23515,Valid,L6,1248.0,Found,2000.0,18.70728,55.72135,"(18.707280, 55.721350)"
Dhofar 938,30519,Valid,LL5,1248.0,Found,2002.0,19.405,54.575,"(19.405000, 54.575000)"
Dhofar 1638,55286,Valid,L5,1248.0,Found,2004.0,18.40617,54.31367,"(18.406170, 54.313670)"
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245.0,Fell,1964.0,26.13333,85.53333,"(26.133330, 85.533330)"
Delphos (a),6645,Valid,L4,1244.7,Found,1968.0,34.08333,-103.525,"(34.083330, -103.525000)"
MacAlpine Hills 87305,15248,Valid,L4,1244.2,Found,1987.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Asuka 881061,3770,Valid,H4,1244.18,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Jiddat al Harasis 512,50925,Valid,H4,1242.0,Found,2008.0,19.53085,55.17998,"(19.530850, 55.179980)"
Lick Creek,14647,Valid,"Iron, IIAB",1240.0,Found,1879.0,35.66667,-80.25,"(35.666670, -80.250000)"
Dhofar 129,6914,Valid,L6,1240.0,Found,2000.0,19.29583,54.73183,"(19.295830, 54.731830)"
Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,"(41.233330, -103.900000)"
Yamato 82187,29381,Valid,L6,1238.83,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Elephant Moraine 83207,7849,Valid,H4,1238.3,Found,1983.0,-76.26889,157.1725,"(-76.268890, 157.172500)"
Lakeview,12449,Valid,H4,1238.0,Found,1970.0,34.53333,-101.7,"(34.533330, -101.700000)"
Jiddat al Harasis 764,56494,Valid,L5,1236.0,Found,,19.80639,56.48167,"(19.806390, 56.481670)"
Hammadah al Hamra 285,11768,Valid,Howardite,1236.0,Found,2000.0,29.03857,13.20712,"(29.038570, 13.207120)"
Belgica 7904,5001,Valid,C2-ung,1234.0,Found,1979.0,-72.58333,31.25,"(-72.583330, 31.250000)"
Dhofar 541,7302,Valid,H4,1233.3,Found,2000.0,18.33433,54.18067,"(18.334330, 54.180670)"
Dhofar 864,7610,Valid,L6,1233.0,Found,2002.0,18.16333,54.16,"(18.163330, 54.160000)"
Meteorite Hills 00447,15682,Valid,L5,1231.6,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Allan Hills A77281,1591,Valid,L6,1231.0,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Elephant Moraine 87535,8085,Valid,L6,1230.8,Found,1987.0,-76.27512,156.36181,"(-76.275120, 156.361810)"
Avce,4906,Valid,"Iron, IIAB",1230.0,Fell,1908.0,46.0,13.5,"(46.000000, 13.500000)"
Acfer 206,214,Valid,H5,1229.0,Found,1991.0,27.69083,4.37861,"(27.690830, 4.378610)"
San Juan 001,23126,Valid,L5,1229.0,Found,2001.0,-25.575,-69.795,"(-25.575000, -69.795000)"
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,2010.0,22.73342,55.33122,"(22.733420, 55.331220)"
Dar al Gani 461,6009,Valid,L6,1228.0,Found,1998.0,28.019,15.86333,"(28.019000, 15.863330)"
Yamato 794044,28998,Valid,L6,1228.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
El Médano 078,56378,Valid,L6,1228.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Hammadah al Hamra 221,11704,Valid,H4-5,1227.0,Found,1997.0,29.22083,11.54067,"(29.220830, 11.540670)"
Queen Alexandra Range 94213,19855,Valid,L6,1227.0,Found,1994.0,-84.0,168.0,"(-84.000000, 168.000000)"
LaPaz Icefield 02205,12472,Valid,Lunar (basalt),1226.3,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Ramlat as Sahmah 227,35659,Valid,L4,1226.2,Found,2003.0,20.56085,56.08235,"(20.560850, 56.082350)"
Jiddat al Harasis 656,55564,Valid,L6,1225.0,Found,2011.0,19.65282,55.74852,"(19.652820, 55.748520)"
Dar al Gani 142,5691,Valid,H5/6,1225.0,Found,1996.0,27.24733,16.39733,"(27.247330, 16.397330)"
Yamato 793539,28888,Valid,LL6,1224.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Minas Gerais,16693,Valid,L6,1224.0,Found,1888.0,-18.5,-44.0,"(-18.500000, -44.000000)"
Dhofar 1588,52594,Valid,L5,1224.0,Found,2004.0,18.99317,54.27933,"(18.993170, 54.279330)"
Ramlat as Sahmah 310,51982,Valid,H3-6,1223.2,Found,2009.0,20.78308,55.44327,"(20.783080, 55.443270)"
Elephant Moraine 87547,8097,Valid,H6,1223.2,Found,1987.0,-76.04544,156.09938,"(-76.045440, 156.099380)"
Simmern,23603,Valid,H5,1222.0,Fell,1920.0,49.98333,7.53333,"(49.983330, 7.533330)"
Dhofar 1655,55573,Valid,L6,1218.0,Found,2011.0,18.39778,54.49128,"(18.397780, 54.491280)"
Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986.0,30.18,-6.57717,"(30.180000, -6.577170)"
Toulon,24035,Valid,H5,1214.5,Found,1962.0,41.11667,-89.80833,"(41.116670, -89.808330)"
Dar al Gani 036,5552,Valid,LL6,1214.0,Found,1995.0,27.10383,16.30867,"(27.103830, 16.308670)"
Elephant Moraine 83202,7844,Valid,L5-6,1213.2,Found,1983.0,-76.29944,157.21694,"(-76.299440, 157.216940)"
Pingrup,55547,Valid,H5-melt breccia,1213.0,Found,2011.0,-33.58316,118.65662,"(-33.583160, 118.656620)"
Sayh al Uhaymir 415,35704,Valid,H5,1212.5,Found,2005.0,19.99702,56.51212,"(19.997020, 56.512120)"
Jiddat al Harasis 263,35580,Valid,H5,1212.5,Found,2005.0,19.99702,56.51212,"(19.997020, 56.512120)"
Jiddat al Harasis 095,12154,Valid,L6,1211.57,Found,2002.0,19.98358,56.77298,"(19.983580, 56.772980)"
Dhofar 1290,34506,Valid,LL4,1211.3,Found,2004.0,18.57,54.42333,"(18.570000, 54.423330)"
Hammadah al Hamra 258,11741,Valid,L5/6,1210.0,Found,1998.0,28.8585,11.43217,"(28.858500, 11.432170)"
Hammadah al Hamra 213,11696,Valid,L3-6,1209.0,Found,1997.0,28.482,13.31867,"(28.482000, 13.318670)"
Allan Hills A79025,1900,Valid,H5,1208.0,Found,1979.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Chañaral,5319,Valid,"Iron, IIIAB",1207.0,Found,1884.0,-26.5,-70.25,"(-26.500000, -70.250000)"
Elephant Moraine 83228,7870,Valid,Eucrite-pmict,1206.0,Found,1983.0,-76.28528,157.23889,"(-76.285280, 157.238890)"
Graves Nunataks 95203,10963,Valid,L5,1205.9,Found,1995.0,-86.71667,-141.5,"(-86.716670, -141.500000)"
Asuka 881380,4089,Valid,H4,1202.08,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Graves Nunataks 98015,11007,Valid,H5,1201.9,Found,1998.0,-86.71667,-141.5,"(-86.716670, -141.500000)"
Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,1950.0,40.01667,-82.86667,"(40.016670, -82.866670)"
Jiddat al Harasis 354,51622,Valid,L~6,1200.8,Found,2003.0,19.36337,55.6354,"(19.363370, 55.635400)"
Dhofar 781,7527,Valid,H5,1200.0,Found,2000.0,18.57135,54.71478,"(18.571350, 54.714780)"
Hammadah al Hamra 080,11563,Valid,H6,1200.0,Found,1995.0,28.6495,13.02133,"(28.649500, 13.021330)"
Iguaracu,12003,Valid,H5,1200.0,Fell,1977.0,-23.2,-51.83333,"(-23.200000, -51.833330)"
Sand Draw,23134,Valid,H5,1200.0,Found,1947.0,40.81667,-102.25,"(40.816670, -102.250000)"
Metsäkylä,16625,Valid,H4,1200.0,Found,1938.0,60.65,27.06667,"(60.650000, 27.066670)"
Suwanee Spring,23768,Valid,L5,1200.0,Found,1979.0,34.95,-107.16667,"(34.950000, -107.166670)"
Oyogos-Yar,18064,Valid,H4,1200.0,Found,1990.0,72.68333,143.53333,"(72.683330, 143.533330)"
Hart Camp,11846,Valid,H6,1200.0,Found,1970.0,33.99833,-102.17667,"(33.998330, -102.176670)"
Northwest Africa 724,17806,Valid,LL3,1200.0,Found,,30.23333,-5.86667,"(30.233330, -5.866670)"
Muckera 005,16825,Valid,L6,1200.0,Found,1991.0,-30.3695,130.05533,"(-30.369500, 130.055330)"
Eltanin,10028,Valid,Mesosiderite,1200.0,Found,1981.0,-57.78667,-90.79333,"(-57.786670, -90.793330)"
Cosina,5451,Valid,H5,1200.0,Fell,1844.0,21.16667,-100.86667,"(21.166670, -100.866670)"
MacAlpine Hills 87306,15249,Valid,L4,1198.7,Found,1987.0,-84.21667,160.5,"(-84.216670, 160.500000)"
El Médano 177,57325,Valid,H~5,1198.0,Found,2011.0,-24.85,-70.53333,"(-24.850000, -70.533330)"
Hammadah al Hamra 171,11654,Valid,H5,1195.0,Found,1996.0,28.61883,13.36267,"(28.618830, 13.362670)"
Grosvenor Mountains 95506,11234,Valid,H5,1194.5,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Jiddat al Harasis 791,56523,Valid,L6,1194.0,Found,,19.72861,55.70389,"(19.728610, 55.703890)"
Northwest Africa 477,17745,Valid,H5,1194.0,Found,2000.0,32.03333,-4.17667,"(32.033330, -4.176670)"
Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)"
Meteorite Hills 00449,15684,Valid,LL6,1192.3,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Ramlat as Sahmah 343,55435,Valid,H5,1192.0,Found,2010.0,20.49517,55.52437,"(20.495170, 55.524370)"
Dar al Gani 020,5536,Valid,L4/5,1190.0,Found,1995.0,27.07717,16.19317,"(27.077170, 16.193170)"
Dar al Gani 600,6147,Valid,H5,1190.0,Found,1998.0,26.91633,16.67483,"(26.916330, 16.674830)"
Jiddat al Harasis 378,51645,Valid,L~6,1186.3,Found,2003.0,19.2893,55.71468,"(19.289300, 55.714680)"
Jiddat al Harasis 206,35525,Valid,Mesosiderite,1185.51,Found,2002.0,19.98715,56.4177,"(19.987150, 56.417700)"
Dhofar 098,6797,Valid,H5,1185.0,Found,1999.0,18.755,54.50833,"(18.755000, 54.508330)"
Seminole (b),23489,Valid,H4,1184.0,Found,1965.0,32.54333,-102.705,"(32.543330, -102.705000)"
Tanezrouft 004,23805,Valid,H4/5,1183.0,Found,1989.0,25.46667,0.66667,"(25.466670, 0.666670)"
Asuka 881857,4566,Valid,LL5,1182.89,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Mellenbye,15473,Valid,LL6,1181.6,Found,1929.0,-28.85,116.28333,"(-28.850000, 116.283330)"
Meteorite Hills 00446,15681,Valid,L5,1181.3,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Wisconsin Range 91623,24313,Valid,L6,1180.5,Found,1991.0,-86.53725,-123.12291,"(-86.537250, -123.122910)"
Dhofar 289,7072,Valid,H6,1180.0,Found,2001.0,18.33333,54.19333,"(18.333330, 54.193330)"
Dhofar 202,6986,Valid,H4-5,1178.1,Found,2000.0,19.41667,54.75667,"(19.416670, 54.756670)"
Catalina 031,57299,Valid,L~6,1178.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
Dhofar 046,6745,Valid,H4,1177.0,Found,1999.0,19.1575,54.81967,"(19.157500, 54.819670)"
Dhofar 397,7179,Valid,H5,1176.0,Found,2001.0,19.0388,54.88197,"(19.038800, 54.881970)"
Pecora Escarpment 02071,18253,Valid,L5,1175.0,Found,2002.0,-85.63333,-68.7,"(-85.633330, -68.700000)"
Ramlat al Wahibah 027,45898,Valid,H5,1174.41,Found,2006.0,21.26005,58.39152,"(21.260050, 58.391520)"
Jiddat al Harasis 394,51660,Valid,L~6,1174.4,Found,2003.0,19.30128,55.80838,"(19.301280, 55.808380)"
Graves Nunataks 95204,10964,Valid,H5,1173.7,Found,1995.0,-86.71667,-141.5,"(-86.716670, -141.500000)"
Jiddat al Harasis 564,50953,Valid,H6,1173.0,Found,2008.0,19.68675,56.14413,"(19.686750, 56.144130)"
Dhofar 1024,6826,Valid,H5/6,1173.0,Found,2002.0,19.30618,54.49478,"(19.306180, 54.494780)"
Pecora Escarpment 91019,18310,Valid,L5,1172.5,Found,1991.0,-85.66871,-69.05194,"(-85.668710, -69.051940)"
Ramlat as Sahmah 318,51990,Valid,L5,1172.4,Found,2009.0,20.89335,55.4936,"(20.893350, 55.493600)"
Elephant Moraine 87540,8090,Valid,L6,1172.4,Found,1987.0,-76.28432,157.2153,"(-76.284320, 157.215300)"
Asuka 882063,4772,Valid,H4,1171.38,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Shişr 176,56406,Valid,L6,1170.0,Found,2010.0,18.22012,53.82097,"(18.220120, 53.820970)"
Dhofar 395,7177,Valid,H6,1168.0,Found,2001.0,19.03642,54.88535,"(19.036420, 54.885350)"
Hammadah al Hamra 078,11561,Valid,H5,1167.0,Found,1994.0,29.189,12.26583,"(29.189000, 12.265830)"
Asuka 880770,3479,Valid,H6,1166.03,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Dhofar 1601,52623,Valid,L5,1166.0,Found,2003.0,19.185,54.631,"(19.185000, 54.631000)"
Acfer 347,353,Valid,L3,1165.0,Found,2001.0,27.68333,4.3,"(27.683330, 4.300000)"
Sayh al Uhaymir 068,23260,Valid,H5,1165.0,Found,2001.0,21.32667,57.17833,"(21.326670, 57.178330)"
Dhofar 291,7074,Valid,L5,1164.0,Found,2000.0,18.24833,54.10333,"(18.248330, 54.103330)"
Elephant Moraine 87541,8091,Valid,L6,1161.4,Found,1987.0,-75.98619,155.69836,"(-75.986190, 155.698360)"
